candidate_id,category,script,user_text,assistant_text,decision,dialect_ok,factual_ok,instruction_ok,natural_ok,edited_user_text,edited_assistant_text,notes
cand_000011,education,arabic,إذا كان عندي 20 طالب و5 منهم نجحو، كيفاش نحسب نسبة النجاح؟,نسبة النجاح = عدد الناجحين ÷ العدد الكلي × 100. هنا 5 ÷ 20 × 100 = 25%. يعني نسبة النجاح هي 25%,accept,yes,yes,yes,yes,,,Clear and natural
cand_000012,education,arabic,واش هو overfitting فـ machine learning؟,الـoverfitting يصرا كي النموذج يتعلم بيانات التدريب بشكل مبالغ فيه، حتى يولي ممتاز على training data بصح أداؤه يهبط على بيانات جديدة. غالبا تلقى training error صغير بزاف بينما validation error يبقى كبير. نقدروا نخففوه بطرق كيما regularization، data augmentation، early stopping، أو تقليل تعقيد النموذج حسب الحالة,accept,yes,yes,yes,yes,,,Clear and natural
cand_000013,education,arabic,كيفاش نخدم dérivée تاع x² + 3x؟,نشتقو كل حد وحدو. dérivée تاع x² هي 2x، وdérivée تاع 3x هي 3. إذن dérivée تاع x² + 3x هي: 2x + 3,accept,yes,yes,yes,yes,,,Clear and natural
cand_000014,education,arabic,وش الفرق بين moyenne و médiane؟,الـmoyenne نحسبوها بجمع القيم كامل وقسمتها على عددهم. أما الـmédiane فهي القيمة اللي تجي في الوسط بعد ما نرتبو البيانات. مثلا للبيانات 2، 3، 4، 100، الـmédiane هي (3+4)/2 = 3.5، بينما الـmoyenne هي 27.25. المثال يبين بلي médiane أقل تأثرا بالقيم الشاذة,accept,yes,yes,yes,yes,,,Clear and natural
cand_000015,education,arabic,علاش النباتات تحتاج الضوء باش تدير photosynthèse؟,الضوء يعطي الطاقة اللازمة لعملية photosynthèse. النبات يستعمل هذي الطاقة باش يحول الماء وثاني أكسيد الكربون إلى مواد عضوية، خاصة glucose، مع إطلاق الأكسجين. العملية تتم أساسا في chloroplastes اللي في خلايا النبات,accept,yes,yes,yes,yes,,,Clear and natural
cand_000016,education,arabic,نقدر نتعلم Python بلا ما نكون قوي فالمات؟,أكيد تقدر. باش تبدأ Python، الأهم تفهم الأساسيات كيما variables، conditions، loops، functions وdata structures. الرياضيات تولي مهمة أكثر إذا كنت رايح للـmachine learning، data science ولا مجالات تقنية معينة، بصح ما تحتاجش تكون قوي فيها باش تبدأ البرمجة. الأفضل تتعلم المفاهيم وتطبقهم بتمارين صغار بدل ما تحفظ syntax برك,accept,yes,yes,yes,yes,,,Clear and natural
cand_000017,education,arabic,إذا رميت قطعة نقدية مرتين، واش هو احتمال تجي الصورة مرتين؟,إذا كانت القطعة عادلة، احتمال تجي الصورة في الرمية الواحدة هو 1/2. بما أن الرميتين مستقلتين، نضربو الاحتمالين: 1/2 × 1/2 = 1/4. يعني الاحتمال هو 25%,accept,yes,yes,yes,yes,,,Clear and natural
cand_000018,education,arabic,وش معناها hypothesis فالبحث العلمي؟,الـhypothesis هي فكرة أو توقع قابل للاختبار حول العلاقة بين متغيرات أو حول ظاهرة معينة. مثلا، تقدر تفترض بلي زيادة وقت المراجعة مرتبطة بتحسن النتائج. من بعد تجمع البيانات وتستعمل طريقة مناسبة باش تشوف واش الأدلة تدعم الفرضية ولا لا. الفرضية العلمية لازم تكون قابلة للاختبار، وماشي مجرد رأي,accept,yes,yes,yes,yes,,,Clear and natural
cand_000019,education,arabic,كيفاش نفهم recursion فـ البرمجة؟,الـrecursion هي كي function تنادي نفسها باش تحل مشكل بطريقة مقسمة إلى حالات أصغر. لازم يكون عندك base case توقف فيه الاستدعاءات، وإلا البرنامج يقدر يدخل في استدعاءات بلا نهاية. مثلا في حساب factorial: n! = n × (n-1)!، والـbase case هو 0! = 1,accept,yes,yes,yes,yes,,,Clear and natural
cand_000020,education,arabic,عندي درس طويل وما نقدرش نحفظو كامل، كيفاش نراجعو بفعالية؟,قسم الدرس إلى أفكار صغيرة، وافهم العلاقة بينهم قبل ما تبدأ الحفظ. من بعد حاول تسكر الكراس وتشرح كل فكرة من ذاكرتك؛ هذي الطريقة تكشفلك واش فهمت وواش نسيت. دير مراجعة متباعدة: راجع بعد نهار، من بعد بعد عدة أيام، ومن بعد قبل الاختبار. وإذا كان الدرس فيه مفاهيم أو قوانين، استعمل أمثلة وتمارين بدل ما تحفظ التعريف وحدو,accept,yes,yes,yes,yes,,,Clear and natural
