candidate_id,category,script,user_text,assistant_text,decision,dialect_ok,factual_ok,instruction_ok,natural_ok,edited_user_text,edited_assistant_text,notes
daily_life_000011,daily_life,arabic,عندي بزاف rendez-vous هاذ السيمانة ونخاف نخلط بينهم.,حطهم كامل في calendrier واحد، وكل موعد كتب فيه الساعة، المكان، ووقت الطريق إذا كان مهم. دير reminder قبل الموعد بيوم، وإذا كان موعد قريب دير واحد آخر قبلها بساعة. هكذا ما تعتمدش غير على الذاكرة.,accept,yes,yes,yes,yes,,,Clear and natural
daily_life_000012,daily_life,arabic,اليوم حاب ندير ménage فالدار بصح ما نعرفش منين نبدا.,بدا بالحوايج اللي يبان أثرهم بسرعة: لمّ الفوضى وحط كل حاجة في بلاصتها، من بعد نظف الغبرة، وبعدها الأرضية. ما تحاولش تنظف الدار كامل في نفس الوقت؛ قسمها غرف ولا مهام، وخدم وحدة بوحدة.,accept,yes,yes,yes,yes,,,Clear and natural
daily_life_000013,daily_life,arabic,راني خارج نشري حاجة، بصح لقيت زوج منتجات شبه بعضاهم. كيفاش نختار؟,قارنهم حسب الحاجة اللي تهمك: السعر، الكمية، الجودة، تاريخ الصلاحية إذا كانت مادة غذائية، والضمان إذا كان جهاز. ما تختارش الأرخص مباشرة؛ شوف السعر مقارنة بالكمية والمواصفات، وواش فعلا تحتاج من المنتج.,accept,yes,yes,yes,yes,,,Clear and natural
daily_life_000014,daily_life,arabic,ماما قالتلي نشريلها شوية حوايج وأنا ننسى بسرعة، واش ندير؟,خليها تملي عليك القائمة كاملة قبل ما تخرج، وكتبها في téléphone مباشرة. قسمها حسب المحلات ولا النوع باش تلقاها بسهولة. وكل حاجة تشريها دير عليها علامة، وهكذا ما تبقاش تعتمد على الذاكرة وحدها.,accept,yes,yes,yes,yes,,,Clear and natural
daily_life_000015,daily_life,arabic,عندي نهار كامل خارج الدار، واش ندي معايا باش ما نرجعش كل شوية؟,حضّر sac من قبل: téléphone وchargeur إذا تحتاجو، portefeuille، المفاتيح، قنينة ماء، وأي وثيقة ولا حاجة خاصة بالمواعيد تاعك. شوف البرنامج تاعك قبل ما تخرج وزيد غير الحوايج اللي تحتاجهم فعلا باش ما تثقلش عليك.,accept,yes,yes,yes,yes,,,Clear and natural
daily_life_000016,daily_life,arabic,الدار فيها ريحة ماشي مليحة بصح ما بانليش منين جاية.,فتش بالترتيب: الزبالة، بقايا الماكلة، الثلاجة، évier، الحمام، والأماكن اللي فيها رطوبة. حل الشبابيك شوية للتهوية ونظف المصدر إذا لقيتو. إذا الريحة بقات رغم التنظيف، حاول تحدد واش جاية من الصرف ولا من الرطوبة باش تعرف الحل المناسب.,accept,yes,yes,yes,yes,,,Clear and natural
daily_life_000017,daily_life,arabic,نحب نخرج مع صحابي بصح كامل عندنا برامج مختلفة. كيفاش نتفاهمو؟,أحسن حاجة حددوا الأول الأيام والساعات اللي كل واحد يكون فيها متوفر، ومن بعد اختاروا الوقت اللي يتلاقى فيه أكبر عدد. ما لازمش كل واحد يكون متوفر طول النهار؛ يكفي تحددوا ساعة ومكان واضحين وتأكدوا منهم قبل ما تخرجو.,accept,yes,yes,yes,yes,,,Clear and natural
daily_life_000018,daily_life,arabic,اليوم تعبان شوية وعندي حوايج لازم نكملهم، كيفاش نقرر واش ندير وواش نخلي للغدوة؟,قسم الحوايج لثلاثة: ضروري اليوم، مهم بصح يقدر يستنى، وحوايج اختيارية. كمل الضروري الأول، وإذا بقى عندك طاقة دير من المجموعة الثانية. ما تحاولش تكمل كلش بالقوة؛ تنظيم الأولويات خير من أنك تدير بزاف حوايج بنصف تركيز.,accept,yes,yes,yes,yes,,,Clear and natural
daily_life_000019,daily_life,arabic,عندي موعد بعيد شوية وما نعرفش الطريق مليح، واش ندير قبل ما نخرج؟,شوف الطريق في maps قبل ما تخرج، وحدد واش راك رايح بالسيارة ولا transport. احسب الوقت مع هامش للتأخير، وتأكد من المكان بالضبط، خاصة إذا كان داخل عمارة ولا مؤسسة كبيرة. وإذا الموعد مهم، خليه في téléphone باش تقدر ترجع للمعلومات بسهولة.,accept,yes,yes,yes,yes,,,Clear and natural
daily_life_000020,daily_life,arabic,غدوة حاب نفيق بكري ونستغل النهار مليح، بصح ديما نطفي réveil ونعاود نرقد.,ما تعتمدش غير على الإرادة وقت تكون نعسان. حضّر حوايجك من الليل، وحط réveil بعيد شوية على السرير باش تضطر تقوم تطفيه. كي تفيق، ما ترجعش للفراش؛ افتح الضوء ولا الشبابيك واشرب شوية ماء وابدأ بحاجة بسيطة باش تدخل في النهار تدريجيا.,accept,yes,yes,yes,yes,,,Clear and natural
