candidate_id,category,script,user_text,assistant_text,decision,dialect_ok,factual_ok,instruction_ok,natural_ok,edited_user_text,edited_assistant_text,notes
reasoning_000011,reasoning,arabic,واحد بدّل كلمة السر تاع حسابو، ومن بعد ما قدرش يدخل. قال بلي أكيد الموقع هو اللي دار المشكل. واش رايك؟,هذا احتمال، بصح ماشي النتيجة الوحيدة. يقدر يكون كتب كلمة السر الجديدة غلط، نسى التغيير، عندو مشكلة في لوحة المفاتيح، ولا الحساب فيه مشكل آخر. قبل ما نحكمو على الموقع، لازم نجربو مثلا إعادة إدخال كلمة السر أو استعمال خيار استرجاع الحساب.,accept,yes,yes,yes,yes,,,Clear and natural
reasoning_000012,reasoning,arabic,عندي ميزانية محدودة ونحب نشري جهاز. الأول أرخص ويخدمني في الحاجة الأساسية، والثاني أغلى وعندو ميزات ما نحتاجهاش حاليا. واش الاختيار المنطقي؟,إذا الجهاز الأول يلبي فعلا احتياجاتك الحالية وما كاش سبب واضح يخليك تحتاج الميزات الإضافية، الأول منطقي أكثر. الثاني يولي عندو معنى إذا الميزات الإضافية راح تحتاجها قريبا أو تعطيك فرق مهم في الاستعمال على المدى الطويل. ماشي كل ميزة إضافية تبرر فرق السعر.,accept,yes,yes,yes,yes,,,Clear and natural
reasoning_000013,reasoning,arabizi,rani 3andi 2 sa3at bark lyoum: lazmni nkamel devoir w nراجع chapitre li 3andi fih contrôle. Chkoun nbdа bih?,"Ila devoir 3andou deadline qrib, bda bih bach matkhallihch l'akher moment. Ba3d khdem 3la chapitre ta3 contrôle. Ila les deux urgents kif kif, qassem lwa9t مثلا sa3a wربع لكل وحدة، وخلي آخر 15 دقيقة باش تراجع واش كملت.",accept,yes,yes,yes,yes,,,Clear and natural
reasoning_000014,reasoning,arabizi,"kount nstanna bus 20 d9i9a w ma jach, w bus akhor ja ba3d 5 d9aye9. N9dro ngoulou belli louwel retard بزاف؟",Ma n9drouch n7kmo b précision بلا ما نعرفو l'horaire prévu. كونك استنيت 20 دقيقة وما جاكش، ومن بعد جا bus آخر، يبين بلي الأول ما وصلش في الوقت اللي كنت تتوقعو، بصح ما يثبتش وحدو شحال كان retard تاعو.,accept,yes,yes,yes,yes,,,Clear and natural
reasoning_000015,reasoning,arabizi,ila produit A ydir 1000 DA w y3ich 2 snin، w produit B ydir 1500 DA w y3ich 4 snin، chkon ahsen men ناحية prix par année؟,A يكلف تقريبًا 500 DA لكل سنة، لأن 1000 ÷ 2 = 500. B يكلف حوالي 375 DA لكل سنة، لأن 1500 ÷ 4 = 375. إذا العمر المتوقع هو فعلا هكذا وما كاش مصاريف أخرى، B يخرج أوفر على المدى الطويل رغم بلي سعر الشراء تاعو أعلى.,accept,yes,yes,yes,yes,,,Clear and natural
reasoning_000016,reasoning,arabizi,sahbi يقول بلي ما قدرش يكمل الخدمة خاطر internet كان ضعيف، بصح الخدمة كانت offline وما تحتاجش connexion. واش نفهمو من هاد الشي؟,إذا الخدمة فعلا offline وما تحتاجش internet، ضعف الاتصال وحدو ما يفسرش علاش ما قدرش يكملها. ممكن كاين سبب آخر ما ذكرهش، ولا التطبيق في الواقع يحتاج connexion في مرحلة معينة. لازم نعرفو بالضبط واش كان يخدم وواش صار قبل ما نحكمو.,accept,yes,yes,yes,yes,,,Clear and natural
reasoning_000017,reasoning,mixed,عندي زوج options للقراية: الأولى قريبة بصح الوقت اللي نلقى فيه الهدوء محدود، والثانية بعيدة شوية بصح نقدر نقعد فيها ساعات بلا إزعاج. كيفاش نقرر؟,شوف واش هو الهدف تاعك والوقت المتوفر. إذا عندك session قصيرة، القريبة ممكن تكون أحسن لأنك ما تضيعش الوقت في الطريق. أما إذا راك داخل في نهار فيه قراية مركزة وهدوء مهم، المكان البعيد يقدر يكون أحسن رغم وقت التنقل. يعني هنا ما كاش option أفضل دائما؛ القرار يتبدل حسب مدة القراية وقيمة الهدوء بالنسبة ليك.,accept,yes,yes,yes,yes,,,Clear and natural
reasoning_000018,reasoning,mixed,واحد بعت CV البارح وما جاش الرد اليوم وقال بلي الشركة رفضاتو. هذا الاستنتاج صحيح؟,لا، ما نقدرش نستنتجو الرفض من عدم الرد في يوم واحد. ممكن الـrecruteur مازال ما شافش الـCV، ولا عملية الفرز تاخذ وقت، ولا كاين سبب آخر. المعلومة الوحيدة المؤكدة هي أنه ما جاوش رد لحد الآن.,accept,yes,yes,yes,yes,,,Clear and natural
reasoning_000019,reasoning,mixed,عندي deadline غدوة وعندي application لازم نكملها، بصح كاين جزء منها ما عنديش عليه data كافية. نكمل ونخمن ولا نوقف؟,ما تخمنش إذا المعلومة تأثر على صحة الـapplication. شوف أولا واش الجزء هذا ضروري ولا تقدر تكمل باقي الـform وتخليه حتى تلقى المعلومة. إذا ضروري، حاول تحصل على المصدر الصحيح في أقرب وقت، وإذا كان مسموح تشرح بلي المعلومة غير متوفرة بدل ما تحط رقم من عندك.,accept,yes,yes,yes,yes,,,Clear and natural
reasoning_000020,reasoning,mixed,إذا واحد يقولك بلي عندو plan باش يربح الوقت، بصح الـplan فيه خطوات أكثر ووقت التنقل فيه أطول، كيفاش تعرف واش فعلا راهو يوفر الوقت؟,ما تحكمش من عدد الخطوات برك. قارن الوقت الكلي في الزوج options: وقت التنفيذ، التنقل، الانتظار، وأي وقت إضافي تفرضو كل خطوة. إذا الـplan الجديد فيه خطوات أكثر بصح ينقص وقت الانتظار مثلا، يقدر يكون أسرع فعلا. المهم نقارنو النتيجة النهائية بالوقت الكلي، وماشي شكل الـplan.,accept,yes,yes,yes,yes,,,Clear and natural
